COLDID	Annotator	OriginalID	Text	Q1	Q2	Q3	Q4
704	A	D-2182	(via @jacklayton) Charlie Angus is sending &#8220;Made in China&#8221; Canadian flag pins back to Conservatives &#8211; http://tinyurl.com/dmt397	N	N	N	N
704	B	D-2182	(via @jacklayton) Charlie Angus is sending &#8220;Made in China&#8221; Canadian flag pins back to Conservatives &#8211; http://tinyurl.com/dmt397	N	N	N	N
704	C	D-2182	(via @jacklayton) Charlie Angus is sending &#8220;Made in China&#8221; Canadian flag pins back to Conservatives &#8211; http://tinyurl.com/dmt397	N	N	N	N
704	D	D-2182	(via @jacklayton) Charlie Angus is sending &#8220;Made in China&#8221; Canadian flag pins back to Conservatives &#8211; http://tinyurl.com/dmt397	N	N	N	N
704	E	D-2182	(via @jacklayton) Charlie Angus is sending &#8220;Made in China&#8221; Canadian flag pins back to Conservatives &#8211; http://tinyurl.com/dmt397	N	N	N	N
704	F	D-2182	(via @jacklayton) Charlie Angus is sending &#8220;Made in China&#8221; Canadian flag pins back to Conservatives &#8211; http://tinyurl.com/dmt397	N	N	Y	N
705	A	D-2188	*Searches my yellow pages app for the nearest Jack In The Box*	N	N	N	N
705	B	D-2188	*Searches my yellow pages app for the nearest Jack In The Box*	N	N	N	N
705	B	D-2188	*Searches my yellow pages app for the nearest Jack In The Box*	N	N	N	N
705	C	D-2188	*Searches my yellow pages app for the nearest Jack In The Box*	N	N	N	N
705	E	D-2188	*Searches my yellow pages app for the nearest Jack In The Box*	N	N	N	N
705	F	D-2188	*Searches my yellow pages app for the nearest Jack In The Box*	N	N	N	N
706	A	D-2194	*goes to olive garden*  *Turns into a cracker*  "@gIacier: *goes black friday shopping*    *turns into a nigger*"	Y	Y	Y	N
706	D	D-2194	*goes to olive garden*  *Turns into a cracker*  "@gIacier: *goes black friday shopping*    *turns into a nigger*"	Y	Y	N	N
706	E	D-2194	*goes to olive garden*  *Turns into a cracker*  "@gIacier: *goes black friday shopping*    *turns into a nigger*"	N	Y	N	N
707	A	D-2202	*rubs hands like bird man	N	N	N	N
707	B	D-2202	*rubs hands like bird man	N	N	N	N
707	C	D-2202	*rubs hands like bird man	N	N	N	N
707	D	D-2202	*rubs hands like bird man	N	N	N	N
707	E	D-2202	*rubs hands like bird man	N	N	N	N
707	F	D-2202	*rubs hands like bird man	N	N	N	N
708	A	D-2204	*squak squak squak squak*  Me: bird shut up!!!  *squak*  Alex: that was an act of defiance   @Alextalksback	N	N	N	N
708	C	D-2204	*squak squak squak squak*  Me: bird shut up!!!  *squak*  Alex: that was an act of defiance   @Alextalksback	N	N	N	N
708	E	D-2204	*squak squak squak squak*  Me: bird shut up!!!  *squak*  Alex: that was an act of defiance   @Alextalksback	N	N	N	N
709	B	D-2205	*waits for Fanduel to hit me with the jig*	N	N	N	N
709	D	D-2205	*waits for Fanduel to hit me with the jig*	N	N	N	N
709	D	D-2205	*waits for Fanduel to hit me with the jig*	N	N	N	N
709	D	D-2205	*waits for Fanduel to hit me with the jig*	N	N	N	N
709	E	D-2205	*waits for Fanduel to hit me with the jig*	N	N	N	N
709	F	D-2205	*waits for Fanduel to hit me with the jig*	N	N	N	N
709	F	D-2205	*waits for Fanduel to hit me with the jig*	N	N	N	N
710	B	D-2219	...aaaaaaaaand it begins. RT @RileydaKafka: Fucking niggers that's all Kentucky is and ever will be	Y	Y	N	N
710	C	D-2219	...aaaaaaaaand it begins. RT @RileydaKafka: Fucking niggers that's all Kentucky is and ever will be	Y	Y	N	N
710	F	D-2219	...aaaaaaaaand it begins. RT @RileydaKafka: Fucking niggers that's all Kentucky is and ever will be	Y	Y	N	N
711	A	D-2223	...you're white, aren't you? *rolls eyes* RT @DidntDoNuffin: @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucker	Y	Y	Y	N
711	B	D-2223	...you're white, aren't you? *rolls eyes* RT @DidntDoNuffin: @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucker	Y	Y	N	N
711	B	D-2223	...you're white, aren't you? *rolls eyes* RT @DidntDoNuffin: @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucker	N	Y	N	N
711	C	D-2223	...you're white, aren't you? *rolls eyes* RT @DidntDoNuffin: @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucker	Y	Y	N	N
711	F	D-2223	...you're white, aren't you? *rolls eyes* RT @DidntDoNuffin: @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucker	Y	Y	N	N
711	B	D-2223	"... you 're white, aren't you? *rolls eyes* RT @DidntDoNuffin: @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucke	N	Y	N	N
711	D	D-2223	"... you 're white, aren't you? *rolls eyes* RT @DidntDoNuffin: @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucke	Y	Y	N	Y
711	F	D-2223	"... you 're white, aren't you? *rolls eyes* RT @DidntDoNuffin: @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucke	Y	Y	N	N
712	A	D-2224	.@AlyssSmithh @KeveeeD Yes indeed! Camels, ostriches and zebras! Sept. 5-7 http://t.co/X3Oapfm3e8 #VCCamelRaces	N	N	N	N
712	C	D-2224	.@AlyssSmithh @KeveeeD Yes indeed! Camels, ostriches and zebras! Sept. 5-7 http://t.co/X3Oapfm3e8 #VCCamelRaces	N	N	N	N
712	D	D-2224	.@AlyssSmithh @KeveeeD Yes indeed! Camels, ostriches and zebras! Sept. 5-7 http://t.co/X3Oapfm3e8 #VCCamelRaces	N	N	N	N
712	D	D-2224	.@AlyssSmithh @KeveeeD Yes indeed! Camels, ostriches and zebras! Sept. 5-7 http://t.co/X3Oapfm3e8 #VCCamelRaces	N	N	N	N
712	E	D-2224	.@AlyssSmithh @KeveeeD Yes indeed! Camels, ostriches and zebras! Sept. 5-7 http://t.co/X3Oapfm3e8 #VCCamelRaces	N	N	N	N
712	E	D-2224	.@AlyssSmithh @KeveeeD Yes indeed! Camels, ostriches and zebras! Sept. 5-7 http://t.co/X3Oapfm3e8 #VCCamelRaces	N	N	N	N
712	F	D-2224	.@AlyssSmithh @KeveeeD Yes indeed! Camels, ostriches and zebras! Sept. 5-7 http://t.co/X3Oapfm3e8 #VCCamelRaces	N	N	N	N
713	C	D-2225	.@AussieGrit loves Austin: http://t.co/HTtbU4OmZy Webber such a boon for @FIAWEC. #6HCOTA	Y	Y	N	N
713	E	D-2225	.@AussieGrit loves Austin: http://t.co/HTtbU4OmZy Webber such a boon for @FIAWEC. #6HCOTA	N	N	N	N
713	F	D-2225	.@AussieGrit loves Austin: http://t.co/HTtbU4OmZy Webber such a boon for @FIAWEC. #6HCOTA	N	N	N	N
714	B	D-2227	.@CoryBooker is running around town delivering food to people. If he takes out the trash too he is the perfect boyfriend.	N	N	N	N
714	C	D-2227	.@CoryBooker is running around town delivering food to people. If he takes out the trash too he is the perfect boyfriend.	N	N	N	N
714	F	D-2227	.@CoryBooker is running around town delivering food to people. If he takes out the trash too he is the perfect boyfriend.	N	N	N	N
715	A	D-2229	.@RashaanSalaami doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?	N	N	N	N
715	A	D-2229	.@RashaanSalaami doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?	N	N	N	N
715	B	D-2229	.@RashaanSalaami doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?	N	N	N	N
715	C	D-2229	.@RashaanSalaami doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?	N	N	N	N
715	D	D-2229	.@RashaanSalaami doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?	N	N	N	N
715	E	D-2229	.@RashaanSalaami doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?	N	N	N	N
716	A	D-2231	.@Straatvogels [street birds]: Homeless People Twittering in Amsterdam http://t.co/WruoCdVkJt via @HuffPostImpact  &#8853;http://t.co/DJgs6rGdfV	N	N	N	N
716	C	D-2231	.@Straatvogels [street birds]: Homeless People Twittering in Amsterdam http://t.co/WruoCdVkJt via @HuffPostImpact  &#8853;http://t.co/DJgs6rGdfV	N	N	N	N
716	E	D-2231	.@Straatvogels [street birds]: Homeless People Twittering in Amsterdam http://t.co/WruoCdVkJt via @HuffPostImpact  &#8853;http://t.co/DJgs6rGdfV	N	N	N	N
717	A	D-2233	.@agie_sweet36 @VedanteBreh12 @TravelNevada Try visiting @thewashoeclub at night for a real spook!	N	N	N	N
717	C	D-2233	.@agie_sweet36 @VedanteBreh12 @TravelNevada Try visiting @thewashoeclub at night for a real spook!	Y	Y	N	N
717	E	D-2233	.@agie_sweet36 @VedanteBreh12 @TravelNevada Try visiting @thewashoeclub at night for a real spook!	N	N	N	N
718	A	D-2234	.@dawnbazely Thank you, Dawn. I see our state bird graces your avatar...	N	N	N	N
718	C	D-2234	.@dawnbazely Thank you, Dawn. I see our state bird graces your avatar...	N	N	N	N
718	D	D-2234	.@dawnbazely Thank you, Dawn. I see our state bird graces your avatar...	N	N	N	N
719	B	D-2236	.@harmonica_b could be wearing a trash bag and she'd still be the stylish and coolest human I know	N	N	N	N
719	C	D-2236	.@harmonica_b could be wearing a trash bag and she'd still be the stylish and coolest human I know	N	Y	N	N
719	F	D-2236	.@harmonica_b could be wearing a trash bag and she'd still be the stylish and coolest human I know	N	N	N	N
720	B	D-2247	1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that	N	N	Y	N
720	C	D-2247	1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that	N	N	N	N
720	E	D-2247	1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that	N	N	N	N
720	E	D-2247	1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that	N	N	N	N
720	F	D-2247	1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that	N	N	N	N
720	F	D-2247	1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that	N	N	N	N
721	C	D-2259	12 oz arizona's trash	N	N	N	N
721	E	D-2259	12 oz arizona's trash	N	N	N	N
721	F	D-2259	12 oz arizona's trash	N	N	N	N
722	B	D-2267	1996 and 1999 World Series Rematch: #Yankees #Braves	N	N	N	N
722	F	D-2267	1996 and 1999 World Series Rematch: #Yankees #Braves	N	N	N	N
722	D	D-2267	1996 and 1999 World Series Rematch: #Yankees #Braves	N	N	N	N
723	B	D-2268	1X - The yellow tower by Gilbert Claes http://t.co/qc5IF6G4fG	N	N	N	N
723	D	D-2268	1X - The yellow tower by Gilbert Claes http://t.co/qc5IF6G4fG	N	N	N	N
723	F	D-2268	1X - The yellow tower by Gilbert Claes http://t.co/qc5IF6G4fG	N	N	N	N
724	C	D-2271	2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers	N	Y	N	N
724	E	D-2271	2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers	N	N	N	N
724	F	D-2271	2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers	N	N	N	N
725	A	D-2272	2 adult human skulls found in trash http://t.co/VcsNP9ejV9	N	N	N	N
725	C	D-2272	2 adult human skulls found in trash http://t.co/VcsNP9ejV9	N	N	N	N
725	E	D-2272	2 adult human skulls found in trash http://t.co/VcsNP9ejV9	N	N	N	N
726	B	D-2273	2 bad bitches, 3 glocks, 4 choppas	N	Y	N	N
726	C	D-2273	2 bad bitches, 3 glocks, 4 choppas	N	Y	N	N
726	F	D-2273	2 bad bitches, 3 glocks, 4 choppas	Y	Y	N	N
727	B	D-2274	2 beer queer	N	N	Y	N
727	D	D-2274	2 beer queer	N	Y	N	N
727	F	D-2274	2 beer queer	N	Y	N	N
728	B	D-2276	2 hoes 1 dyke	Y	Y	N	N
728	E	D-2276	2 hoes 1 dyke	Y	Y	N	N
728	F	D-2276	2 hoes 1 dyke	Y	Y	N	N
729	A	D-2284	22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why haven't there been any yellows??	Y	Y	Y	N
729	D	D-2284	22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why haven't there been any yellows??	N	N	N	N
729	E	D-2284	22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why haven't there been any yellows??	N	N	N	N
730	B	D-2299	4 old hoes, a ponk, and a dyke outchea having "girl talk"	Y	Y	N	N
730	E	D-2299	4 old hoes, a ponk, and a dyke outchea having "girl talk"	Y	Y	N	N
730	F	D-2299	4 old hoes, a ponk, and a dyke outchea having "girl talk"	Y	Y	N	N
731	A	D-2301	4&#8419;2&#8419;0&#8419;    moke up	N	N	N	N
731	B	D-2301	4&#8419;2&#8419;0&#8419;    moke up	N	N	N	N
731	C	D-2301	4&#8419;2&#8419;0&#8419;    moke up	N	N	N	N
732	A	D-2306	5 bags of chips, 3 Rice Krispies, 3 seeds, 3 gummies, a pop tart, some crackers, 3 powerades, and a water yuhhh I'm good lol	N	N	N	N
732	D	D-2306	5 bags of chips, 3 Rice Krispies, 3 seeds, 3 gummies, a pop tart, some crackers, 3 powerades, and a water yuhhh I'm good lol	N	N	N	N
732	E	D-2306	5 bags of chips, 3 Rice Krispies, 3 seeds, 3 gummies, a pop tart, some crackers, 3 powerades, and a water yuhhh I'm good lol	N	N	N	N
733	A	D-2307	5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw &#128514;&#128514;&#128514;	Y	Y	Y	N
733	B	D-2307	5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw &#128514;&#128514;&#128514;	Y	Y	N	N
733	C	D-2307	5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw &#128514;&#128514;&#128514;	N	Y	N	N
733	D	D-2307	5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw &#128514;&#128514;&#128514;	N	Y	N	N
733	E	D-2307	5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw &#128514;&#128514;&#128514;	Y	Y	N	N
733	F	D-2307	5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw &#128514;&#128514;&#128514;	Y	Y	N	N
734	B	D-2308	5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!	N	N	N	N
734	C	D-2308	5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!	N	N	N	N
734	E	D-2308	5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!	N	N	N	N
734	E	D-2308	5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!	N	N	N	N
734	F	D-2308	5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!	N	N	N	N
734	F	D-2308	5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!	N	N	N	N
735	B	D-2309	5SOS is trash	N	N	N	N
735	F	D-2309	5SOS is trash	N	Y	N	N
735	D	D-2309	5SOS is trash	N	N	N	N
736	B	D-2310	5am: Whizzing crackers! My cats got into the @Ritzcrackers &amp; are now playing 'hockey' with them. Lol.  #crazycats http://t.co/A5ZBVDXapx	N	N	N	N
736	C	D-2310	5am: Whizzing crackers! My cats got into the @Ritzcrackers &amp; are now playing 'hockey' with them. Lol.  #crazycats http://t.co/A5ZBVDXapx	N	N	N	N
736	F	D-2310	5am: Whizzing crackers! My cats got into the @Ritzcrackers &amp; are now playing 'hockey' with them. Lol.  #crazycats http://t.co/A5ZBVDXapx	N	N	N	N
737	A	D-2320	8/16/14 MO @GovJayNixon let &#8220;kill some crackers, kill their babies" New Black Panthers hijack his #Ferguson presser http://t.co/z2Wko9Ripz	Y	Y	Y	N
737	B	D-2320	8/16/14 MO @GovJayNixon let &#8220;kill some crackers, kill their babies" New Black Panthers hijack his #Ferguson presser http://t.co/z2Wko9Ripz	Y	Y	N	N
737	C	D-2320	8/16/14 MO @GovJayNixon let &#8220;kill some crackers, kill their babies" New Black Panthers hijack his #Ferguson presser http://t.co/z2Wko9Ripz	Y	N	N	N
738	A	D-2321	85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/DTLlzlXmPF	N	N	N	N
738	D	D-2321	85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/DTLlzlXmPF	N	N	N	N
738	E	D-2321	85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/DTLlzlXmPF	N	N	N	N
739	A	D-2322	85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/VIWMjjJxOT	N	N	N	N
739	D	D-2322	85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/VIWMjjJxOT	N	N	N	N
739	E	D-2322	85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/VIWMjjJxOT	N	N	N	N
740	B	D-2325	93 feature car    1 of 1503 yellow and black feature car. buck tag is on the radiator support. 67,3xx miles,... http://t.co/1nkNfZqBo9	N	N	N	N
740	C	D-2325	93 feature car    1 of 1503 yellow and black feature car. buck tag is on the radiator support. 67,3xx miles,... http://t.co/1nkNfZqBo9	N	N	N	N
740	F	D-2325	93 feature car    1 of 1503 yellow and black feature car. buck tag is on the radiator support. 67,3xx miles,... http://t.co/1nkNfZqBo9	N	N	N	N
741	A	D-2342	@05proFESSOR I bet he's a Starbucks queer	Y	Y	Y	N
741	B	D-2342	@05proFESSOR I bet he's a Starbucks queer	Y	N	Y	N
741	C	D-2342	@05proFESSOR I bet he's a Starbucks queer	Y	Y	Y	N
742	D	D-2346	@0xabad1dea Hard to QA? Time is also a pain to mock out in unit tests...	N	N	N	N
742	D	D-2346	@0xabad1dea Hard to QA? Time is also a pain to mock out in unit tests...	N	N	N	N
742	E	D-2346	@0xabad1dea Hard to QA? Time is also a pain to mock out in unit tests...	N	N	N	N
742	F	D-2346	@0xabad1dea Hard to QA? Time is also a pain to mock out in unit tests...	N	N	N	N
743	B	D-2351	@1Corinthians126 #BlessJesus Yes,#Felt..and touched the soles of the humanity with stains and impressions that only leaves its reflections.	N	N	N	N
743	C	D-2351	@1Corinthians126 #BlessJesus Yes,#Felt..and touched the soles of the humanity with stains and impressions that only leaves its reflections.	N	N	N	N
743	F	D-2351	@1Corinthians126 #BlessJesus Yes,#Felt..and touched the soles of the humanity with stains and impressions that only leaves its reflections.	N	N	N	N
